order_id,order_date,region,category,customer_id,units,gross_sales,discount,refunds,cost
406,2025-07-31,North,Office,258,2,50.0,0.0,0.0,29.0
407,2025-03-08,North,Technology,351,4,100.0,15.0,0.0,58.0
408,2025-07-24,North,Office,313,5,600.0,0.0,0.0,348.0
409,2025-07-31,East,Technology,256,5,225.0,11.25,0.0,130.5
410,2025-04-07,South,Office,238,4,480.0,0.0,0.0,278.4
411,2025-09-01,South,Technology,119,2,160.0,8.0,0.0,92.8
412,2025-12-30,North,Home,418,1,80.0,12.0,0.0,46.4
413,2025-06-21,East,Technology,187,2,240.0,36.0,0.0,139.2
414,2025-08-23,East,Office,142,4,180.0,0.0,0.0,104.4
415,2025-01-24,West,Technology,187,4,480.0,24.0,0.0,278.4
416,2025-12-07,South,Office,418,2,90.0,0.0,0.0,52.2
417,2025-11-14,West,Technology,217,3,360.0,54.0,0.0,208.8
418,2025-06-19,North,Office,236,2,240.0,0.0,0.0,139.2
419,2025-06-16,West,Office,339,2,160.0,24.0,0.0,92.8
420,2025-10-31,North,Office,114,4,180.0,27.0,0.0,104.4
421,2025-11-20,North,Office,208,4,480.0,0.0,0.0,278.4
422,2025-01-23,East,Technology,426,2,50.0,7.5,0.0,29.0
423,2025-01-29,East,Technology,241,1,120.0,18.0,0.0,69.6
424,2025-03-02,North,Office,158,4,480.0,72.0,0.0,278.4
425,2025-09-03,South,Technology,190,5,600.0,90.0,0.0,348.0
426,2025-09-24,East,Office,339,2,90.0,13.5,0.0,52.2
427,2025-06-28,East,Office,95,2,90.0,0.0,0.0,52.2
428,2025-05-07,East,Home,238,5,225.0,33.75,0.0,130.5
429,2025-06-27,East,Home,149,3,135.0,0.0,0.0,78.3
430,2025-06-12,West,Technology,302,2,50.0,2.5,0.0,29.0
431,2025-04-18,West,Home,287,4,480.0,0.0,0.0,278.4
432,2025-06-29,North,Office,494,4,100.0,5.0,0.0,58.0
433,2025-06-04,West,Technology,307,5,125.0,6.25,0.0,72.5
434,2025-01-26,South,Technology,419,1,120.0,18.0,0.0,69.6
435,2025-08-23,North,Technology,211,3,135.0,20.25,0.0,78.3
436,2025-05-21,South,Home,277,4,320.0,0.0,0.0,185.6
437,2025-09-10,West,Technology,151,3,135.0,0.0,0.0,78.3
438,2025-08-17,West,Office,19,5,125.0,0.0,125.0,72.5
439,2025-01-19,East,Office,66,2,90.0,0.0,0.0,52.2
440,2025-11-20,South,Office,228,5,125.0,0.0,0.0,72.5
441,2025-08-07,East,Office,157,1,45.0,0.0,0.0,26.1
442,2025-09-09,West,Home,157,1,45.0,0.0,0.0,26.1
443,2025-02-20,South,Technology,280,3,360.0,0.0,0.0,208.8
444,2025-08-23,East,Technology,488,2,160.0,24.0,0.0,92.8
445,2025-03-20,West,Office,452,4,100.0,5.0,0.0,58.0
446,2025-11-19,East,Home,52,4,480.0,72.0,0.0,278.4
447,2025-03-26,South,Home,68,2,50.0,2.5,0.0,29.0
448,2025-03-16,East,Technology,481,3,75.0,11.25,0.0,43.5
449,2025-06-17,South,Home,346,4,100.0,15.0,0.0,58.0
450,2025-06-17,East,Office,311,2,50.0,7.5,0.0,29.0
451,2025-08-07,West,Technology,87,4,480.0,0.0,0.0,278.4
452,2025-03-09,South,Home,210,3,240.0,36.0,0.0,139.2
453,2025-12-24,East,Office,65,4,180.0,0.0,0.0,104.4
454,2025-09-01,West,Technology,373,2,90.0,4.5,0.0,52.2
455,2025-02-21,East,Home,419,3,240.0,0.0,0.0,139.2
456,2025-09-29,East,Technology,29,3,240.0,36.0,204.0,139.2
457,2025-10-13,South,Office,223,2,160.0,0.0,0.0,92.8
458,2025-04-27,South,Technology,427,4,320.0,16.0,0.0,185.6
459,2025-11-25,North,Technology,105,5,225.0,11.25,0.0,130.5
460,2025-02-16,South,Home,415,2,50.0,2.5,0.0,29.0
461,2025-09-23,East,Technology,286,1,45.0,0.0,45.0,26.1
462,2025-01-13,East,Home,438,2,90.0,0.0,0.0,52.2
463,2025-10-09,South,Office,115,2,240.0,12.0,0.0,139.2
464,2025-04-23,South,Office,271,1,120.0,0.0,0.0,69.6
465,2025-09-04,North,Technology,245,4,480.0,72.0,0.0,278.4
466,2025-07-17,West,Home,125,1,45.0,2.25,0.0,26.1
467,2025-01-28,East,Home,218,2,240.0,0.0,0.0,139.2
468,2025-05-12,West,Office,359,5,225.0,11.25,0.0,130.5
469,2025-03-10,North,Office,350,1,45.0,6.75,0.0,26.1
470,2025-10-13,East,Office,386,4,180.0,9.0,0.0,104.4
471,2025-09-07,North,Technology,132,3,240.0,12.0,0.0,139.2
472,2025-06-18,South,Technology,101,2,90.0,4.5,0.0,52.2
473,2025-11-28,North,Technology,192,5,600.0,90.0,0.0,348.0
474,2025-02-02,South,Home,79,1,120.0,18.0,0.0,69.6
475,2025-01-24,West,Home,324,3,75.0,11.25,0.0,43.5
476,2025-10-28,East,Home,91,2,160.0,0.0,0.0,92.8
477,2025-07-27,East,Home,54,5,600.0,0.0,0.0,348.0
478,2025-09-30,West,Home,271,2,240.0,12.0,0.0,139.2
479,2025-04-05,West,Technology,271,4,100.0,15.0,0.0,58.0
480,2025-10-31,North,Home,454,4,100.0,0.0,0.0,58.0
481,2025-10-15,West,Office,412,1,25.0,0.0,0.0,14.5
482,2025-03-02,West,Technology,354,1,80.0,4.0,0.0,46.4
483,2025-08-29,North,Home,69,2,90.0,4.5,0.0,52.2
484,2025-03-23,East,Office,441,1,80.0,12.0,0.0,46.4
485,2025-06-26,East,Home,477,1,25.0,3.75,0.0,14.5
486,2025-09-16,South,Technology,388,5,225.0,11.25,0.0,130.5
487,2025-06-05,South,Technology,379,5,400.0,60.0,0.0,232.0
488,2025-05-24,South,Technology,358,3,135.0,20.25,0.0,78.3
489,2025-09-25,North,Technology,357,2,90.0,0.0,0.0,52.2
490,2025-03-19,North,Office,176,1,120.0,18.0,0.0,69.6
491,2025-07-23,South,Office,494,5,400.0,60.0,0.0,232.0
492,2025-02-10,North,Office,314,2,160.0,24.0,0.0,92.8
493,2025-03-10,North,Home,32,5,400.0,60.0,0.0,232.0
494,2025-05-22,South,Technology,465,2,50.0,7.5,0.0,29.0
495,2025-05-18,North,Technology,213,4,100.0,5.0,0.0,58.0
496,2025-02-23,West,Office,214,2,90.0,13.5,0.0,52.2
497,2025-08-13,North,Home,121,5,125.0,6.25,0.0,72.5
498,2025-04-11,East,Home,160,4,320.0,0.0,0.0,185.6
499,2025-07-11,North,Home,258,1,80.0,4.0,0.0,46.4
500,2025-04-12,East,Home,398,4,320.0,48.0,0.0,185.6
501,2025-12-09,North,Home,33,5,600.0,30.0,0.0,348.0
502,2025-02-01,West,Office,115,5,400.0,20.0,0.0,232.0
503,2025-01-30,North,Office,236,3,135.0,20.25,114.75,78.3
504,2025-12-31,North,Office,96,3,135.0,6.75,0.0,78.3
505,2025-06-13,West,Technology,338,5,600.0,0.0,0.0,348.0
506,2025-03-30,West,Office,214,4,180.0,0.0,0.0,104.4
507,2025-03-03,North,Home,223,2,90.0,13.5,0.0,52.2
508,2025-06-09,South,Office,103,1,45.0,6.75,0.0,26.1
509,2025-10-02,East,Home,274,1,120.0,18.0,0.0,69.6
510,2025-05-23,North,Home,256,3,360.0,18.0,0.0,208.8
511,2025-07-12,West,Technology,117,5,600.0,30.0,0.0,348.0
512,2025-12-09,South,Technology,45,1,120.0,6.0,0.0,69.6
513,2025-01-24,West,Home,163,4,100.0,15.0,85.0,58.0
514,2025-12-30,West,Office,421,2,160.0,24.0,0.0,92.8
515,2025-11-27,East,Office,277,4,180.0,27.0,0.0,104.4
516,2025-01-04,South,Home,146,4,180.0,9.0,0.0,104.4
517,2025-02-25,North,Office,280,1,25.0,0.0,0.0,14.5
518,2025-06-04,East,Home,320,2,50.0,0.0,0.0,29.0
519,2025-03-09,East,Office,341,2,240.0,36.0,0.0,139.2
520,2025-06-09,East,Technology,63,4,320.0,16.0,0.0,185.6
521,2025-08-23,South,Office,432,4,180.0,0.0,0.0,104.4
522,2025-02-24,North,Home,204,2,160.0,8.0,0.0,92.8
523,2025-12-30,East,Home,240,2,90.0,13.5,0.0,52.2
524,2025-01-25,East,Technology,440,5,125.0,0.0,0.0,72.5
525,2025-05-26,North,Home,197,4,100.0,5.0,0.0,58.0
526,2025-02-18,South,Home,13,5,400.0,20.0,0.0,232.0
527,2025-10-08,South,Office,60,4,480.0,72.0,0.0,278.4
528,2025-01-30,North,Home,148,3,240.0,36.0,0.0,139.2
529,2025-10-10,West,Home,129,2,50.0,2.5,0.0,29.0
530,2025-07-11,West,Office,435,1,80.0,4.0,0.0,46.4
531,2025-11-28,East,Office,448,4,480.0,72.0,0.0,278.4
532,2025-09-30,West,Technology,61,1,25.0,0.0,0.0,14.5
533,2025-02-15,East,Home,44,4,320.0,16.0,0.0,185.6
534,2025-12-03,East,Technology,282,2,160.0,0.0,0.0,92.8
535,2025-09-06,West,Office,36,1,80.0,4.0,76.0,46.4
536,2025-08-06,West,Technology,402,5,600.0,0.0,600.0,348.0
537,2025-03-22,North,Home,457,5,600.0,90.0,0.0,348.0
538,2025-12-16,East,Technology,416,4,100.0,15.0,0.0,58.0
539,2025-02-06,North,Office,492,2,160.0,0.0,0.0,92.8
540,2025-10-04,South,Office,149,4,480.0,72.0,0.0,278.4
541,2025-06-14,North,Technology,354,2,90.0,0.0,0.0,52.2
542,2025-05-10,North,Home,179,5,125.0,18.75,0.0,72.5
543,2025-03-02,East,Technology,211,4,320.0,16.0,0.0,185.6
544,2025-02-14,East,Technology,399,1,45.0,0.0,0.0,26.1
545,2025-06-25,South,Office,174,1,80.0,12.0,0.0,46.4
546,2025-05-26,East,Office,357,3,75.0,3.75,0.0,43.5
547,2025-06-11,West,Technology,147,1,120.0,0.0,0.0,69.6
548,2025-12-20,South,Office,363,1,120.0,18.0,0.0,69.6
549,2025-06-23,East,Technology,56,3,135.0,20.25,0.0,78.3
550,2025-04-07,West,Technology,227,2,160.0,0.0,0.0,92.8
551,2025-04-23,West,Technology,357,3,240.0,36.0,0.0,139.2
552,2025-06-05,East,Office,166,3,360.0,0.0,0.0,208.8
553,2025-05-25,East,Technology,63,4,100.0,0.0,0.0,58.0
554,2025-04-21,East,Technology,426,2,160.0,0.0,0.0,92.8
555,2025-06-10,South,Office,450,4,480.0,24.0,456.0,278.4
556,2025-08-22,East,Home,63,1,80.0,12.0,0.0,46.4
557,2025-12-10,East,Office,278,2,160.0,8.0,0.0,92.8
558,2025-12-15,North,Home,333,5,400.0,0.0,0.0,232.0
559,2025-02-28,East,Home,7,3,75.0,11.25,0.0,43.5
560,2025-03-19,South,Office,375,1,45.0,2.25,0.0,26.1
561,2025-09-30,East,Home,56,5,400.0,20.0,0.0,232.0
562,2025-12-20,South,Technology,305,4,180.0,27.0,0.0,104.4
563,2025-08-04,West,Office,219,1,45.0,6.75,0.0,26.1
564,2025-06-15,South,Home,101,3,360.0,0.0,0.0,208.8
565,2025-01-02,North,Technology,58,5,400.0,0.0,0.0,232.0
566,2025-06-11,South,Home,128,3,75.0,0.0,0.0,43.5
567,2025-11-14,West,Office,232,4,480.0,0.0,0.0,278.4
568,2025-04-10,North,Technology,446,3,240.0,0.0,0.0,139.2
569,2025-10-09,South,Technology,377,5,400.0,20.0,0.0,232.0
570,2025-06-16,South,Office,427,4,100.0,0.0,0.0,58.0
571,2025-12-29,South,Technology,292,4,320.0,48.0,0.0,185.6
572,2025-06-26,North,Home,499,4,100.0,5.0,0.0,58.0
573,2025-05-12,East,Home,100,1,45.0,0.0,0.0,26.1
574,2025-09-29,West,Technology,32,4,320.0,16.0,304.0,185.6
575,2025-11-18,North,Home,390,1,45.0,0.0,0.0,26.1
576,2025-09-24,South,Office,154,5,125.0,6.25,0.0,72.5
577,2025-04-04,East,Technology,176,4,480.0,72.0,0.0,278.4
578,2025-12-16,East,Home,415,1,25.0,3.75,0.0,14.5
579,2025-09-12,West,Office,198,3,75.0,0.0,0.0,43.5
580,2025-10-31,West,Technology,427,2,240.0,12.0,0.0,139.2
581,2025-06-29,West,Technology,434,1,45.0,6.75,0.0,26.1
582,2025-09-08,West,Office,309,5,125.0,6.25,0.0,72.5
583,2025-07-22,South,Technology,110,5,125.0,6.25,0.0,72.5
584,2025-03-06,South,Office,424,1,25.0,0.0,0.0,14.5
585,2025-01-08,West,Home,120,5,600.0,90.0,0.0,348.0
586,2025-09-28,West,Office,390,5,600.0,90.0,0.0,348.0
587,2025-10-04,South,Technology,284,2,90.0,0.0,0.0,52.2
588,2025-07-05,East,Technology,257,4,480.0,24.0,0.0,278.4
589,2025-05-15,West,Technology,8,2,50.0,0.0,0.0,29.0
590,2025-12-31,North,Home,230,5,125.0,6.25,0.0,72.5
591,2025-09-30,East,Office,106,2,240.0,12.0,0.0,139.2
592,2025-01-04,East,Office,132,2,90.0,4.5,0.0,52.2
593,2025-09-01,East,Office,234,2,50.0,7.5,0.0,29.0
594,2025-12-29,North,Home,131,3,135.0,20.25,0.0,78.3
595,2025-03-29,North,Home,477,5,125.0,0.0,0.0,72.5
596,2025-11-23,East,Technology,363,5,600.0,30.0,570.0,348.0
597,2025-05-16,South,Home,30,4,180.0,0.0,0.0,104.4
598,2025-10-09,West,Office,67,2,50.0,7.5,0.0,29.0
599,2025-02-23,West,Office,78,3,75.0,11.25,0.0,43.5
600,2025-07-19,West,Home,351,5,125.0,6.25,0.0,72.5
601,2025-08-23,North,Home,419,4,320.0,48.0,0.0,185.6
602,2025-08-01,West,Office,26,2,50.0,2.5,0.0,29.0
603,2025-04-02,East,Home,337,4,180.0,27.0,153.0,104.4
604,2025-06-11,South,Office,489,5,125.0,0.0,0.0,72.5
605,2025-11-28,West,Office,276,3,135.0,0.0,0.0,78.3
606,2025-04-01,West,Office,185,3,135.0,6.75,0.0,78.3
607,2025-08-15,South,Technology,364,2,90.0,13.5,76.5,52.2
608,2025-09-26,West,Office,464,3,75.0,3.75,0.0,43.5
609,2025-08-23,North,Technology,441,2,240.0,12.0,0.0,139.2
610,2025-06-24,East,Office,448,3,360.0,54.0,0.0,208.8
611,2025-04-14,West,Home,386,5,400.0,60.0,340.0,232.0
612,2025-08-15,East,Home,452,5,400.0,20.0,380.0,232.0
613,2025-12-02,East,Technology,138,5,225.0,0.0,0.0,130.5
614,2025-05-08,North,Home,257,3,75.0,0.0,0.0,43.5
615,2025-01-21,East,Technology,97,5,125.0,18.75,0.0,72.5
616,2025-01-15,South,Office,328,5,125.0,18.75,0.0,72.5
617,2025-08-13,West,Office,201,4,180.0,27.0,0.0,104.4
618,2025-07-10,West,Home,309,2,160.0,8.0,0.0,92.8
619,2025-03-10,West,Office,242,2,160.0,8.0,0.0,92.8
620,2025-07-06,North,Home,302,5,225.0,33.75,0.0,130.5
621,2025-10-25,South,Home,77,1,25.0,0.0,0.0,14.5
622,2025-09-01,North,Technology,447,1,25.0,0.0,0.0,14.5
623,2025-11-10,West,Office,120,5,600.0,30.0,0.0,348.0
624,2025-02-07,South,Technology,114,4,100.0,0.0,0.0,58.0
625,2025-04-05,South,Technology,104,4,480.0,0.0,0.0,278.4
626,2025-01-12,North,Office,17,5,125.0,6.25,0.0,72.5
627,2025-02-01,North,Office,43,4,180.0,0.0,0.0,104.4
628,2025-04-21,West,Home,145,3,240.0,0.0,0.0,139.2
629,2025-04-18,North,Office,474,2,160.0,24.0,0.0,92.8
630,2025-05-19,North,Home,402,2,160.0,8.0,0.0,92.8
631,2025-03-10,South,Technology,29,3,135.0,20.25,0.0,78.3
632,2025-11-01,West,Home,75,4,480.0,0.0,0.0,278.4
633,2025-08-04,North,Office,194,3,360.0,54.0,0.0,208.8
634,2025-11-25,West,Home,282,3,360.0,54.0,0.0,208.8
635,2025-01-03,South,Office,111,2,160.0,24.0,0.0,92.8
636,2025-07-07,East,Office,479,4,180.0,9.0,0.0,104.4
637,2025-06-27,West,Technology,341,5,125.0,18.75,0.0,72.5
638,2025-12-14,North,Office,89,1,80.0,12.0,0.0,46.4
639,2025-08-24,North,Technology,49,4,100.0,15.0,0.0,58.0
640,2025-10-12,North,Office,372,5,125.0,18.75,0.0,72.5
641,2025-09-26,East,Office,266,3,135.0,6.75,0.0,78.3
642,2025-01-16,West,Home,450,3,75.0,3.75,0.0,43.5
643,2025-03-09,North,Office,426,2,160.0,8.0,0.0,92.8
644,2025-12-19,West,Technology,252,2,240.0,12.0,0.0,139.2
645,2025-02-20,West,Office,44,3,360.0,18.0,0.0,208.8
646,2025-04-08,South,Office,429,2,160.0,0.0,0.0,92.8
647,2025-01-02,North,Home,249,1,80.0,12.0,0.0,46.4
648,2025-12-22,West,Office,169,2,50.0,2.5,0.0,29.0
649,2025-10-14,South,Home,497,1,120.0,18.0,0.0,69.6
650,2025-08-14,North,Technology,443,3,135.0,20.25,0.0,78.3
651,2025-08-10,South,Technology,304,4,180.0,27.0,0.0,104.4
652,2025-03-20,East,Home,392,4,180.0,9.0,0.0,104.4
653,2025-10-23,East,Home,477,5,125.0,6.25,0.0,72.5
654,2025-12-21,North,Home,237,3,360.0,54.0,0.0,208.8
655,2025-02-22,East,Technology,30,4,100.0,15.0,85.0,58.0
656,2025-04-22,West,Home,359,4,100.0,15.0,85.0,58.0
657,2025-01-10,South,Home,420,1,120.0,6.0,0.0,69.6
658,2025-03-15,North,Technology,329,5,125.0,0.0,0.0,72.5
659,2025-05-06,East,Home,278,4,480.0,24.0,0.0,278.4
660,2025-11-21,West,Home,321,1,45.0,2.25,42.75,26.1
661,2025-01-31,West,Home,312,1,120.0,6.0,114.0,69.6
662,2025-01-29,East,Technology,283,1,45.0,2.25,0.0,26.1
663,2025-12-01,West,Technology,34,1,25.0,0.0,0.0,14.5
664,2025-12-18,West,Home,382,4,180.0,9.0,171.0,104.4
665,2025-08-24,South,Home,143,4,180.0,27.0,0.0,104.4
666,2025-12-07,South,Technology,45,1,45.0,2.25,0.0,26.1
667,2025-09-26,East,Home,304,1,120.0,18.0,0.0,69.6
668,2025-02-12,South,Technology,342,5,225.0,11.25,0.0,130.5
669,2025-05-31,East,Home,110,2,50.0,0.0,0.0,29.0
670,2025-12-27,West,Home,218,5,225.0,0.0,0.0,130.5
671,2025-11-07,East,Office,412,5,400.0,60.0,0.0,232.0
672,2025-02-16,East,Technology,344,1,25.0,0.0,0.0,14.5
673,2025-03-30,West,Technology,312,5,600.0,90.0,0.0,348.0
674,2025-05-23,South,Office,86,2,50.0,2.5,0.0,29.0
675,2025-12-18,East,Office,499,3,240.0,12.0,0.0,139.2
676,2025-05-11,East,Home,72,3,240.0,0.0,0.0,139.2
677,2025-11-27,East,Technology,188,4,320.0,16.0,0.0,185.6
678,2025-08-03,North,Home,202,5,225.0,33.75,0.0,130.5
679,2025-09-22,North,Office,428,1,45.0,0.0,0.0,26.1
680,2025-08-22,South,Technology,350,1,45.0,6.75,0.0,26.1
681,2025-01-02,North,Office,380,3,360.0,0.0,0.0,208.8
682,2025-03-04,East,Technology,207,1,80.0,0.0,0.0,46.4
683,2025-06-01,South,Technology,442,3,135.0,20.25,0.0,78.3
684,2025-04-11,East,Technology,235,4,320.0,48.0,0.0,185.6
685,2025-03-21,South,Office,385,1,45.0,2.25,0.0,26.1
686,2025-12-01,North,Technology,36,2,240.0,0.0,0.0,139.2
687,2025-09-23,South,Home,456,5,125.0,0.0,0.0,72.5
688,2025-02-08,South,Home,143,4,320.0,16.0,0.0,185.6
689,2025-03-25,East,Office,90,2,90.0,0.0,0.0,52.2
690,2025-09-25,West,Technology,184,2,240.0,12.0,0.0,139.2
691,2025-08-21,East,Technology,314,4,100.0,15.0,0.0,58.0
692,2025-01-09,West,Home,287,5,600.0,0.0,0.0,348.0
693,2025-11-28,South,Home,312,3,360.0,18.0,0.0,208.8
694,2025-05-12,West,Technology,151,4,100.0,5.0,0.0,58.0
695,2025-02-06,North,Home,144,5,225.0,11.25,0.0,130.5
696,2025-12-23,East,Technology,279,5,225.0,11.25,0.0,130.5
697,2025-10-30,West,Office,196,5,600.0,0.0,0.0,348.0
698,2025-04-06,West,Home,175,2,240.0,0.0,0.0,139.2
699,2025-01-11,North,Home,26,3,75.0,3.75,0.0,43.5
700,2025-03-26,East,Home,138,1,45.0,6.75,0.0,26.1
701,2025-01-06,West,Home,426,5,225.0,11.25,213.75,130.5
702,2025-01-28,East,Office,449,2,240.0,12.0,0.0,139.2
703,2025-07-24,South,Home,24,5,225.0,33.75,191.25,130.5
704,2025-10-01,South,Technology,152,2,90.0,13.5,0.0,52.2
705,2025-11-04,East,Office,66,5,225.0,0.0,0.0,130.5
706,2025-08-11,North,Office,297,2,90.0,0.0,90.0,52.2
707,2025-07-11,North,Office,456,2,240.0,12.0,0.0,139.2
708,2025-02-06,North,Office,25,3,135.0,20.25,0.0,78.3
709,2025-06-25,North,Home,354,4,320.0,16.0,0.0,185.6
710,2025-12-18,West,Office,101,1,25.0,0.0,0.0,14.5
711,2025-02-12,South,Home,298,1,80.0,0.0,0.0,46.4
712,2025-07-21,South,Technology,243,4,320.0,0.0,0.0,185.6
713,2025-10-09,East,Home,400,5,225.0,11.25,0.0,130.5
714,2025-06-24,East,Office,224,3,360.0,54.0,0.0,208.8
715,2025-02-25,North,Home,27,4,480.0,0.0,480.0,278.4
716,2025-07-17,East,Office,428,1,80.0,0.0,0.0,46.4
717,2025-11-18,North,Office,274,2,240.0,36.0,0.0,139.2
718,2025-01-24,North,Office,425,1,80.0,4.0,0.0,46.4
719,2025-07-17,South,Technology,287,5,400.0,60.0,0.0,232.0
720,2025-12-12,North,Technology,377,1,80.0,12.0,0.0,46.4
721,2025-07-20,East,Office,102,3,240.0,36.0,0.0,139.2
722,2025-08-09,West,Office,123,2,90.0,0.0,0.0,52.2
723,2025-02-02,South,Technology,118,2,160.0,8.0,0.0,92.8
724,2025-09-24,North,Home,133,4,100.0,0.0,100.0,58.0
725,2025-01-12,North,Home,190,3,135.0,0.0,0.0,78.3
726,2025-05-12,South,Technology,21,1,120.0,6.0,0.0,69.6
727,2025-02-04,West,Home,375,2,50.0,0.0,0.0,29.0
728,2025-09-07,West,Technology,34,4,320.0,0.0,0.0,185.6
729,2025-06-04,South,Technology,335,3,360.0,0.0,0.0,208.8
730,2025-07-27,North,Home,180,2,50.0,0.0,0.0,29.0
731,2025-01-17,West,Home,40,2,90.0,13.5,0.0,52.2
732,2025-01-07,South,Office,402,2,160.0,0.0,0.0,92.8
733,2025-06-17,West,Technology,432,5,400.0,60.0,0.0,232.0
734,2025-01-10,West,Technology,266,4,320.0,48.0,0.0,185.6
735,2025-09-11,South,Home,72,5,600.0,30.0,0.0,348.0
736,2025-09-18,West,Technology,157,3,240.0,12.0,0.0,139.2
737,2025-08-05,North,Technology,22,5,125.0,0.0,0.0,72.5
738,2025-01-31,West,Home,460,4,180.0,27.0,153.0,104.4
739,2025-05-13,North,Home,143,4,100.0,0.0,0.0,58.0
740,2025-12-28,West,Technology,139,4,180.0,0.0,0.0,104.4
741,2025-09-09,East,Home,14,2,240.0,36.0,0.0,139.2
742,2025-10-02,West,Technology,368,5,225.0,33.75,0.0,130.5
743,2025-10-19,East,Home,300,1,120.0,6.0,0.0,69.6
744,2025-09-30,South,Home,475,3,240.0,0.0,0.0,139.2
745,2025-01-09,North,Home,323,3,75.0,0.0,0.0,43.5
746,2025-07-29,South,Technology,474,5,400.0,20.0,0.0,232.0
747,2025-06-28,North,Home,215,4,180.0,9.0,0.0,104.4
748,2025-06-06,North,Home,97,3,240.0,0.0,0.0,139.2
749,2025-06-02,South,Technology,387,3,240.0,36.0,0.0,139.2
750,2025-02-04,West,Office,355,5,400.0,60.0,340.0,232.0
751,2025-02-02,South,Office,466,3,75.0,0.0,0.0,43.5
752,2025-04-01,East,Home,6,5,225.0,0.0,0.0,130.5
753,2025-09-18,East,Home,456,2,240.0,36.0,0.0,139.2
754,2025-08-13,East,Office,272,5,125.0,0.0,0.0,72.5
755,2025-06-22,East,Home,310,2,50.0,0.0,0.0,29.0
756,2025-08-14,North,Home,169,1,25.0,3.75,0.0,14.5
757,2025-03-26,South,Office,342,3,240.0,0.0,0.0,139.2
758,2025-02-08,East,Technology,106,5,400.0,20.0,380.0,232.0
759,2025-03-15,East,Office,316,4,480.0,24.0,0.0,278.4
760,2025-09-18,East,Technology,112,3,75.0,3.75,0.0,43.5
761,2025-10-05,West,Office,497,4,100.0,15.0,0.0,58.0
762,2025-03-31,North,Technology,376,5,400.0,0.0,0.0,232.0
763,2025-05-30,South,Home,32,3,240.0,0.0,0.0,139.2
764,2025-02-17,East,Home,38,4,180.0,27.0,0.0,104.4
765,2025-03-19,West,Office,434,2,240.0,12.0,0.0,139.2
766,2025-07-24,East,Technology,274,5,400.0,0.0,0.0,232.0
767,2025-09-02,West,Technology,141,1,45.0,6.75,0.0,26.1
768,2025-03-02,North,Technology,471,2,160.0,0.0,0.0,92.8
769,2025-09-03,West,Office,408,3,240.0,12.0,0.0,139.2
770,2025-10-22,West,Office,475,2,240.0,0.0,0.0,139.2
771,2025-07-17,South,Home,265,4,100.0,0.0,0.0,58.0
772,2025-04-04,West,Office,227,1,80.0,0.0,0.0,46.4
773,2025-09-24,West,Office,118,3,135.0,0.0,135.0,78.3
774,2025-03-26,West,Technology,330,3,135.0,0.0,0.0,78.3
775,2025-03-04,West,Home,394,2,90.0,13.5,0.0,52.2
776,2025-11-24,West,Office,338,5,600.0,90.0,0.0,348.0
777,2025-11-29,North,Home,266,1,45.0,6.75,0.0,26.1
778,2025-10-19,South,Technology,76,2,50.0,2.5,0.0,29.0
779,2025-02-25,South,Technology,71,4,320.0,16.0,0.0,185.6
780,2025-07-24,South,Home,165,5,225.0,0.0,0.0,130.5
781,2025-09-05,South,Office,404,3,135.0,20.25,0.0,78.3
782,2025-03-03,East,Home,243,2,240.0,12.0,0.0,139.2
783,2025-06-24,North,Technology,373,1,80.0,4.0,0.0,46.4
784,2025-03-04,East,Technology,67,3,135.0,0.0,0.0,78.3
785,2025-02-24,North,Technology,475,5,125.0,18.75,0.0,72.5
786,2025-05-02,South,Technology,161,5,225.0,33.75,0.0,130.5
787,2025-05-09,North,Technology,28,4,320.0,0.0,0.0,185.6
788,2025-03-08,East,Technology,403,5,400.0,60.0,0.0,232.0
789,2025-10-18,West,Home,193,2,90.0,0.0,0.0,52.2
790,2025-02-13,West,Home,456,1,45.0,2.25,0.0,26.1
791,2025-01-15,East,Technology,68,5,225.0,0.0,0.0,130.5
792,2025-03-29,East,Office,197,4,100.0,5.0,0.0,58.0
793,2025-03-27,North,Office,76,5,125.0,0.0,0.0,72.5
794,2025-07-03,West,Technology,285,4,100.0,15.0,0.0,58.0
795,2025-07-03,West,Office,400,1,25.0,0.0,0.0,14.5
796,2025-10-01,East,Technology,247,4,480.0,0.0,0.0,278.4
797,2025-03-25,South,Office,424,5,600.0,30.0,0.0,348.0
798,2025-08-09,North,Office,150,4,320.0,0.0,0.0,185.6
799,2025-07-05,North,Home,211,3,240.0,12.0,0.0,139.2
800,2025-10-07,West,Technology,247,2,240.0,36.0,0.0,139.2
801,2025-01-05,South,Office,19,4,180.0,9.0,0.0,104.4
802,2025-07-23,East,Home,20,5,600.0,0.0,0.0,348.0
803,2025-07-05,South,Office,447,5,600.0,0.0,0.0,348.0
804,2025-11-28,South,Technology,339,5,125.0,18.75,0.0,72.5
805,2025-12-15,South,Office,197,4,480.0,72.0,0.0,278.4
806,2025-11-30,East,Home,38,2,160.0,8.0,0.0,92.8
807,2025-08-15,East,Technology,160,5,400.0,0.0,0.0,232.0
808,2025-12-17,East,Home,477,3,240.0,12.0,0.0,139.2
809,2025-11-09,East,Home,187,5,400.0,60.0,0.0,232.0
810,2025-06-17,South,Home,436,2,160.0,0.0,0.0,92.8
811,2025-05-31,West,Home,178,3,240.0,0.0,0.0,139.2
