OrderKey,OrderDate,ProductKey,CustomerKey,CarrierKey,Units,GrossSales,Discount,Refund,COGS,Freight,Penalty,Expedite,OnTime,InFull,DelayDays
1691,2024-05-14,1,4,1,34,408,16.32,0.0,248.88,23.1,0,0,1,0,0
1692,2024-04-08,2,2,1,90,7650,306.0,0.0,4666.5,58.5,0,0,1,1,0
1693,2024-07-12,1,14,3,64,768,92.16,0.0,468.48,27.6,13.52,0,0,1,1
1694,2024-04-13,1,27,2,39,468,56.16,0.0,285.48,23.85,0,0,1,1,0
1695,2025-05-03,4,12,2,42,1596,63.84,0.0,973.56,36.9,0,0,1,1,0
1696,2024-06-10,1,15,2,93,1116,0,0,680.76,31.95,22.32,0,0,1,1
1697,2024-05-20,2,30,3,25,2125,0,0,1296.25,29.25,0,0,1,1,0
1698,2024-01-04,4,30,3,73,2774,0,0,1692.14,50.85,0,0,1,1,0
1699,2025-06-05,4,8,1,16,608,24.32,583.68,370.88,25.2,11.67,39.0,0,1,2
1700,2024-04-17,4,45,2,63,2394,0,0,1460.34,46.35,0,0,1,1,0
1701,2024-11-06,2,10,2,85,7225,0,0,4407.25,56.25,0,0,1,1,0
1702,2024-04-26,3,19,2,75,450,18.0,0.0,274.5,29.25,0,0,1,1,0
1703,2024-12-01,1,21,1,21,252,10.08,0.0,153.72,21.15,4.84,40.25,0,1,2
1704,2024-01-19,2,37,2,40,3400,272.0,0.0,2074.0,36.0,0,0,1,1,0
1705,2024-05-18,2,25,1,75,6375,765.0,0.0,3888.75,51.75,112.2,53.75,0,1,2
1706,2024-02-23,3,30,3,89,534,21.36,0.0,325.74,31.35,0,0,1,1,0
1707,2024-06-14,3,36,1,36,216,25.92,0.0,131.76,23.4,0,0,1,1,0
1708,2024-05-25,1,14,3,10,120,9.6,0.0,73.2,19.5,0,0,1,1,0
1709,2024-11-18,2,4,1,95,8075,646.0,0.0,4925.75,60.75,0,0,1,1,0
1710,2025-02-02,1,43,1,20,240,9.6,0.0,146.4,21.0,0,0,1,1,0
1711,2024-01-28,1,19,3,70,840,100.8,0.0,512.4,28.5,14.78,52.5,0,1,4
1712,2024-08-18,1,40,2,89,1068,85.44,0.0,651.48,31.35,0,0,1,0,0
1713,2025-08-31,1,40,3,80,960,0,0,585.6,30.0,0,0,1,1,0
1714,2025-12-15,3,21,2,76,456,54.72,0.0,278.16,29.4,0,0,1,1,0
1715,2025-09-02,2,30,2,51,4335,520.2,0.0,2644.35,40.95,0,0,1,1,0
1716,2025-12-08,4,21,2,25,950,76.0,0.0,579.5,29.25,0,0,1,1,0
1717,2024-12-06,1,7,3,71,852,34.08,0.0,519.72,28.65,0,0,1,0,0
1718,2025-04-22,2,23,3,66,5610,0,0,3422.1,47.7,112.2,0,0,1,1
1719,2024-05-11,1,18,2,21,252,10.08,0.0,153.72,21.15,0,0,1,1,0
1720,2025-08-11,2,10,1,15,1275,153.0,0.0,777.75,24.75,0,0,1,0,0
1721,2025-09-18,2,46,3,61,5185,0,0,3162.85,45.45,103.7,50.25,0,1,2
1722,2024-09-27,2,1,3,84,7140,856.8,0.0,4355.4,55.8,0,0,1,1,0
1723,2024-04-23,2,22,1,51,4335,346.8,0.0,2644.35,40.95,0,0,1,1,0
1724,2025-08-30,3,44,1,38,228,18.24,0.0,139.08,23.7,0,0,1,1,0
1725,2024-09-02,1,7,3,82,984,118.08,0.0,600.24,30.3,17.32,0,0,1,1
1726,2025-08-21,3,7,2,80,480,38.4,0.0,292.8,30.0,8.83,0,0,1,1
1727,2024-04-14,2,16,1,55,4675,187.0,0.0,2851.75,42.75,0,0,1,1,0
1728,2024-08-11,2,31,3,25,2125,255.0,1870.0,1296.25,29.25,37.4,0,0,1,1
1729,2024-04-07,4,30,1,87,3306,132.24,0.0,2016.66,57.15,0,0,1,1,0
1730,2024-03-21,1,15,2,97,1164,46.56,0.0,710.04,32.55,0,0,1,1,0
1731,2024-09-27,3,48,1,48,288,34.56,0.0,175.68,25.2,5.07,0,0,1,1
1732,2024-02-04,2,5,2,24,2040,244.8,0.0,1244.4,28.8,0,0,1,1,0
1733,2025-08-05,2,13,1,98,8330,333.2,0.0,5081.3,62.1,0,0,1,1,0
1734,2024-11-12,2,35,1,96,8160,979.2,0.0,4977.6,61.2,0,0,1,1,0
1735,2025-06-05,4,46,2,95,3610,0,0,2202.1,60.75,0,0,1,1,0
1736,2025-01-30,4,38,2,60,2280,273.6,0.0,1390.8,45.0,0,0,1,1,0
1737,2024-10-15,4,12,1,21,798,31.92,0.0,486.78,27.45,0,0,1,1,0
1738,2024-01-31,2,5,1,71,6035,482.8,0.0,3681.35,49.95,111.04,0,0,1,1
1739,2024-08-13,4,41,3,55,2090,167.2,0.0,1274.9,42.75,38.46,48.75,0,1,4
1740,2024-11-18,2,40,2,50,4250,340.0,0.0,2592.5,40.5,0,0,1,1,0
1741,2024-09-14,3,20,3,52,312,37.44,0.0,190.32,25.8,5.49,48.0,0,0,2
1742,2024-02-08,3,24,2,74,444,17.76,0.0,270.84,29.1,0,0,1,1,0
1743,2025-10-21,1,36,2,16,192,15.36,0.0,117.12,20.4,0,0,1,1,0
1744,2024-11-07,2,39,3,23,1955,78.2,0.0,1192.55,28.35,37.54,40.75,0,1,2
1745,2025-12-14,1,22,2,72,864,103.68,0.0,527.04,28.8,0,0,1,1,0
1746,2024-04-13,3,21,2,30,180,0,0,109.8,22.5,3.6,0,0,1,1
1747,2025-12-07,1,21,1,36,432,34.56,0.0,263.52,23.4,0,0,1,1,0
1748,2024-11-29,3,40,1,85,510,0,0,311.1,30.75,0,0,1,1,0
1749,2024-10-19,3,15,2,44,264,0,0,161.04,24.6,0,0,1,1,0
1750,2024-01-21,1,37,2,68,816,97.92,0.0,497.76,28.2,0,0,1,1,0
1751,2025-05-07,1,23,3,60,720,28.8,0.0,439.2,27.0,0,0,1,1,0
1752,2024-04-02,2,10,2,79,6715,537.2,0.0,4096.15,53.55,0,0,1,1,0
1753,2024-09-22,1,44,2,99,1188,47.52,0.0,724.68,32.85,22.81,0,0,1,1
1754,2025-12-31,1,44,1,34,408,16.32,0.0,248.88,23.1,0,0,1,1,0
1755,2024-10-22,4,47,1,92,3496,0,0,2132.56,59.4,0,0,1,1,0
1756,2024-09-11,4,21,2,94,3572,0,0,2178.92,60.3,0,0,1,1,0
1757,2025-12-19,1,15,2,22,264,10.56,0.0,161.04,21.3,0,0,1,1,0
1758,2024-05-23,1,4,2,28,336,13.44,0.0,204.96,22.2,0,0,1,1,0
1759,2025-11-14,1,18,2,11,132,0,0,80.52,19.65,2.64,37.75,0,1,4
1760,2024-08-23,2,30,1,97,8245,659.6,0.0,5029.45,61.65,151.71,59.25,0,1,4
1761,2024-01-27,4,16,3,56,2128,255.36,0.0,1298.08,43.2,37.45,0,0,1,1
1762,2025-06-07,1,35,2,64,768,30.72,0.0,468.48,27.6,14.75,51.0,0,1,2
1763,2025-06-15,3,39,1,45,270,21.6,0.0,164.7,24.75,0,0,1,1,0
1764,2025-03-07,3,16,3,62,372,29.76,0.0,226.92,27.3,0,0,1,1,0
1765,2024-12-21,4,35,2,34,1292,103.36,0.0,788.12,33.3,0,0,1,1,0
1766,2025-04-16,1,35,3,19,228,27.36,0.0,139.08,20.85,4.01,0,0,1,1
1767,2024-01-13,1,13,3,69,828,66.24,0.0,505.08,28.35,15.24,52.25,0,1,2
1768,2024-06-08,3,13,1,68,408,32.64,0.0,248.88,28.2,0,0,1,1,0
1769,2025-03-15,4,47,2,77,2926,234.08,0.0,1784.86,52.65,0,0,1,1,0
1770,2024-10-12,3,19,2,24,144,17.28,0.0,87.84,21.6,0,0,1,1,0
1771,2025-06-28,4,14,3,91,3458,0,0,2109.38,58.95,0,0,1,1,0
1772,2025-04-13,3,25,3,23,138,0,0,84.18,21.45,0,0,1,1,0
1773,2024-08-11,4,38,3,65,2470,197.6,0.0,1506.7,47.25,0,0,1,1,0
1774,2024-11-14,1,16,1,20,240,0,0,146.4,21.0,0,0,1,1,0
1775,2024-05-16,3,15,1,41,246,29.52,0.0,150.06,24.15,0,0,1,1,0
1776,2024-02-01,3,18,2,38,228,27.36,0.0,139.08,23.7,0,0,1,1,0
1777,2024-10-25,2,18,2,28,2380,0,0,1451.8,30.6,0,0,1,1,0
1778,2025-10-26,4,2,1,38,1444,57.76,0.0,880.84,35.1,0,0,1,1,0
1779,2025-03-07,2,30,1,39,3315,265.2,0.0,2022.15,35.55,0,0,1,1,0
1780,2025-10-23,1,35,2,96,1152,46.08,0.0,702.72,32.4,22.12,0,0,1,1
1781,2025-04-24,3,7,1,62,372,29.76,0.0,226.92,27.3,0,0,1,1,0
1782,2025-08-19,1,4,3,26,312,24.96,0.0,190.32,21.9,5.74,41.5,0,1,4
1783,2024-09-22,1,26,3,72,864,103.68,0.0,527.04,28.8,0,0,1,1,0
1784,2025-03-30,2,41,1,19,1615,129.2,0.0,985.15,26.55,0,0,1,1,0
1785,2024-01-15,4,12,3,31,1178,141.36,0.0,718.58,31.95,20.73,0,0,1,1
1786,2024-01-15,4,39,1,79,3002,120.08,0.0,1831.22,53.55,0,0,1,1,0
1787,2025-07-09,1,24,1,80,960,115.2,0.0,585.6,30.0,0,0,1,1,0
1788,2024-11-09,3,21,2,92,552,0,0,336.72,31.8,0,0,1,1,0
1789,2024-04-24,3,41,1,38,228,27.36,0.0,139.08,23.7,0,0,1,1,0
1790,2025-05-09,1,47,3,57,684,54.72,0.0,417.24,26.55,0,0,1,1,0
1791,2024-08-14,2,4,2,36,3060,367.2,0.0,1866.6,34.2,0,0,1,1,0
1792,2024-04-01,2,22,3,32,2720,217.6,0.0,1659.2,32.4,0,0,1,1,0
1793,2024-05-10,2,31,2,78,6630,0,0,4044.3,53.1,0,0,1,1,0
1794,2025-08-20,2,40,1,54,4590,183.6,0.0,2799.9,42.3,0,0,1,1,0
1795,2024-01-06,4,18,3,46,1748,139.84,0.0,1066.28,38.7,0,0,1,0,0
1796,2025-06-22,2,5,1,36,3060,0,0,1866.6,34.2,0,0,1,1,0
1797,2025-06-24,1,28,1,26,312,37.44,0.0,190.32,21.9,0,0,1,1,0
1798,2025-03-02,4,6,3,73,2774,221.92,0.0,1692.14,50.85,0,0,1,1,0
1799,2024-09-25,2,15,2,27,2295,0,0,1399.95,30.15,0,0,1,1,0
1800,2025-09-10,4,46,2,80,3040,0,0,1854.4,54.0,0,0,1,1,0
1801,2024-03-16,1,32,1,73,876,70.08,0.0,534.36,28.95,0,0,1,1,0
1802,2024-11-09,2,9,2,58,4930,0,0,3007.3,44.1,0,0,1,1,0
1803,2025-02-05,3,6,3,77,462,36.96,0.0,281.82,29.55,0,0,1,1,0
1804,2024-12-06,1,28,2,81,972,116.64,0.0,592.92,30.15,0,0,1,1,0
1805,2024-02-28,1,2,2,68,816,0,0,497.76,28.2,0,0,1,1,0
1806,2025-08-01,2,15,2,15,1275,51.0,0.0,777.75,24.75,0,0,1,1,0
1807,2025-01-13,1,44,3,80,960,76.8,0.0,585.6,30.0,0,0,1,1,0
1808,2024-12-23,3,15,3,45,270,0,0,164.7,24.75,0,0,1,1,0
1809,2024-05-26,2,5,1,92,7820,938.4,0.0,4770.2,59.4,0,0,1,1,0
1810,2025-07-17,1,2,1,89,1068,42.72,0.0,651.48,31.35,20.51,57.25,0,1,4
1811,2024-10-12,1,45,1,58,696,55.68,0.0,424.56,26.7,0,0,1,1,0
1812,2025-06-03,1,10,1,87,1044,41.76,0.0,636.84,31.05,0,0,1,1,0
1813,2024-07-02,3,3,3,99,594,0,0,362.34,32.85,0,0,1,1,0
1814,2024-05-15,3,7,3,75,450,18.0,0.0,274.5,29.25,8.64,0,0,1,1
1815,2025-04-22,1,43,1,89,1068,0,0,651.48,31.35,0,0,1,1,0
1816,2025-05-11,2,6,2,67,5695,227.8,0.0,3473.95,48.15,0,0,1,1,0
1817,2025-11-09,1,21,3,75,900,72.0,0.0,549.0,29.25,16.56,53.75,0,1,2
1818,2024-03-26,3,10,3,76,456,18.24,0.0,278.16,29.4,0,0,1,1,0
1819,2025-08-15,3,1,2,45,270,0,0,164.7,24.75,0,0,1,1,0
1820,2025-08-18,4,23,3,65,2470,296.4,0.0,1506.7,47.25,0,0,1,1,0
1821,2024-01-14,2,23,2,69,5865,703.8,0.0,3577.65,49.05,0,0,1,1,0
1822,2025-12-09,4,43,2,64,2432,194.56,0.0,1483.52,46.8,44.75,51.0,0,1,2
1823,2025-03-25,3,45,1,81,486,38.88,0.0,296.46,30.15,8.94,0,0,1,1
1824,2024-12-09,2,47,3,78,6630,0,0,4044.3,53.1,0,0,1,1,0
1825,2025-05-05,3,27,2,19,114,4.56,0.0,69.54,20.85,0,0,1,1,0
1826,2025-11-17,1,14,2,96,1152,138.24,0.0,702.72,32.4,0,0,1,1,0
1827,2024-12-02,3,23,2,40,240,28.8,0.0,146.4,24.0,0,0,1,1,0
1828,2025-11-18,1,15,2,15,180,7.2,0.0,109.8,20.25,0,0,1,1,0
1829,2024-06-10,3,18,1,99,594,71.28,0.0,362.34,32.85,0,0,1,1,0
1830,2024-01-04,4,35,3,90,3420,410.4,0.0,2086.2,58.5,60.19,57.5,0,1,4
1831,2025-01-08,3,47,3,60,360,0,0,219.6,27.0,7.2,0,0,1,1
1832,2025-02-16,2,31,3,37,3145,125.8,0.0,1918.45,34.65,60.38,0,0,1,1
1833,2024-04-02,2,25,2,64,5440,217.6,0.0,3318.4,46.8,0,0,1,1,0
1834,2025-11-24,1,43,3,59,708,0,0,431.88,26.85,0,0,1,1,0
1835,2024-07-31,4,22,3,95,3610,144.4,0.0,2202.1,60.75,0,0,1,1,0
1836,2024-05-27,4,32,2,44,1672,200.64,0.0,1019.92,37.8,0,0,1,1,0
1837,2024-12-10,3,37,1,23,138,0,0,84.18,21.45,0,0,1,1,0
1838,2024-09-14,4,9,1,94,3572,428.64,0.0,2178.92,60.3,0,0,1,1,0
1839,2024-11-02,3,43,2,93,558,66.96,0.0,340.38,31.95,0,0,1,1,0
1840,2024-07-19,1,2,2,58,696,27.84,0.0,424.56,26.7,0,0,1,1,0
1841,2024-10-12,4,37,2,40,1520,60.8,0.0,927.2,36.0,0,0,1,1,0
1842,2024-06-17,1,26,3,65,780,62.4,0.0,475.8,27.75,14.35,0,0,1,1
1843,2024-03-14,3,25,3,31,186,7.44,0.0,113.46,22.65,0,0,1,1,0
1844,2024-01-28,3,24,3,64,384,30.72,0.0,234.24,27.6,0,0,1,1,0
1845,2025-05-03,2,26,3,20,1700,0,0,1037.0,27.0,34.0,0,0,1,1
1846,2024-06-06,3,11,1,26,156,12.48,0.0,95.16,21.9,2.87,41.5,0,1,4
1847,2024-12-29,2,32,1,89,7565,907.8,0.0,4614.65,58.05,0,0,1,1,0
1848,2025-12-13,4,41,2,45,1710,68.4,0.0,1043.1,38.25,0,0,1,1,0
1849,2025-04-21,1,29,3,70,840,33.6,0.0,512.4,28.5,16.13,52.5,0,1,2
1850,2024-10-07,4,43,2,66,2508,0,0,1529.88,47.7,0,0,1,1,0
1851,2025-03-15,3,24,1,30,180,14.4,0.0,109.8,22.5,0,0,1,1,0
1852,2024-06-12,1,23,1,92,1104,0,0,673.44,31.8,0,0,1,1,0
1853,2025-08-11,1,16,3,25,300,24.0,0.0,183.0,21.75,0,0,1,1,0
1854,2024-11-05,2,44,1,51,4335,173.4,0.0,2644.35,40.95,0,0,1,1,0
1855,2024-02-08,3,30,1,91,546,43.68,0.0,333.06,31.65,0,0,1,1,0
1856,2024-10-23,4,17,3,77,2926,117.04,0.0,1784.86,52.65,56.18,0,0,1,1
1857,2024-11-26,1,45,2,50,600,24.0,0.0,366.0,25.5,11.52,0,0,1,1
1858,2024-10-10,2,7,1,10,850,34.0,816.0,518.5,22.5,0,0,1,1,0
1859,2024-02-06,3,4,1,94,564,67.68,0.0,344.04,32.1,0,0,1,1,0
1860,2025-10-28,1,40,1,58,696,0,0,424.56,26.7,0,0,1,1,0
1861,2024-03-01,4,22,3,29,1102,0,0,672.22,31.05,0,0,1,1,0
1862,2024-09-29,4,28,2,95,3610,433.2,0.0,2202.1,60.75,0,0,1,1,0
1863,2025-02-24,2,16,1,41,3485,278.8,0.0,2125.85,36.45,0,0,1,1,0
1864,2024-03-04,4,9,1,91,3458,276.64,0.0,2109.38,58.95,0,0,1,1,0
1865,2025-03-05,2,29,1,37,3145,251.6,0.0,1918.45,34.65,0,0,1,1,0
1866,2025-07-08,4,25,3,91,3458,0,0,2109.38,58.95,0,0,1,1,0
1867,2025-11-17,4,9,3,69,2622,0,0,1599.42,49.05,0,0,1,1,0
1868,2024-01-05,1,35,1,16,192,23.04,0.0,117.12,20.4,3.38,0,0,1,1
1869,2024-07-04,2,25,1,38,3230,129.2,0.0,1970.3,35.1,0,0,1,1,0
1870,2025-07-04,2,18,3,31,2635,105.4,0.0,1607.35,31.95,50.59,0,0,1,1
1871,2024-04-04,2,21,3,63,5355,642.6,0.0,3266.55,46.35,0,0,1,1,0
1872,2025-10-08,3,2,3,98,588,0,0,358.68,32.7,11.76,0,0,1,1
1873,2025-12-23,2,13,1,75,6375,765.0,0.0,3888.75,51.75,112.2,0,0,1,1
1874,2024-07-27,2,12,2,51,4335,0,0,2644.35,40.95,86.7,0,0,1,1
1875,2024-05-17,4,4,2,17,646,51.68,0.0,394.06,25.65,0,0,1,1,0
1876,2025-07-18,3,12,2,22,132,10.56,121.44,80.52,21.3,0,0,1,1,0
1877,2024-12-11,4,9,3,26,988,118.56,0.0,602.68,29.7,0,0,1,1,0
1878,2024-08-19,1,41,1,49,588,70.56,0.0,358.68,25.35,0,0,1,1,0
1879,2025-03-06,1,23,2,76,912,72.96,0.0,556.32,29.4,0,0,1,1,0
1880,2024-03-10,4,18,3,38,1444,173.28,0.0,880.84,35.1,0,0,1,1,0
1881,2024-11-11,3,23,2,66,396,15.84,0.0,241.56,27.9,0,0,1,1,0
1882,2024-04-20,1,8,3,13,156,0,0,95.16,19.95,3.12,38.25,0,1,4
1883,2024-02-17,2,32,1,64,5440,217.6,0.0,3318.4,46.8,0,0,1,1,0
1884,2024-11-14,3,45,2,41,246,0,0,150.06,24.15,0,0,1,1,0
1885,2024-08-11,3,21,2,93,558,44.64,0.0,340.38,31.95,0,0,1,1,0
1886,2025-02-28,2,21,2,56,4760,571.2,0.0,2903.6,43.2,0,0,1,1,0
1887,2025-12-28,3,13,2,99,594,23.76,0.0,362.34,32.85,0,0,1,1,0
1888,2025-03-19,2,17,3,45,3825,153.0,0.0,2333.25,38.25,73.44,0,0,0,1
1889,2025-03-30,4,25,3,50,1900,0,0,1159.0,40.5,0,0,1,1,0
1890,2024-12-29,4,17,1,30,1140,0,0,695.4,31.5,0,0,1,1,0
1891,2024-02-09,2,20,1,28,2380,95.2,0.0,1451.8,30.6,0,0,1,1,0
1892,2025-09-14,3,34,1,70,420,0,0,256.2,28.5,0,0,1,1,0
1893,2025-03-28,4,9,2,50,1900,0,0,1159.0,40.5,0,0,1,1,0
1894,2024-11-22,2,1,1,48,4080,163.2,0.0,2488.8,39.6,0,0,1,1,0
1895,2025-10-24,3,24,2,34,204,8.16,0.0,124.44,23.1,0,0,1,1,0
1896,2024-04-30,2,42,1,46,3910,0,0,2385.1,38.7,0,0,1,1,0
1897,2024-12-05,1,40,2,56,672,80.64,0.0,409.92,26.4,0,0,1,1,0
1898,2024-01-29,2,25,1,66,5610,448.8,0.0,3422.1,47.7,0,0,1,1,0
1899,2025-04-23,3,47,2,45,270,32.4,0.0,164.7,24.75,0,0,1,1,0
1900,2024-01-03,1,39,2,46,552,66.24,0.0,336.72,24.9,0,0,1,1,0
1901,2025-04-03,2,46,1,59,5015,401.2,0.0,3059.15,44.55,92.28,49.75,0,1,2
1902,2025-11-05,3,26,3,44,264,21.12,0.0,161.04,24.6,4.86,0,0,1,1
1903,2024-11-07,3,1,1,28,168,13.44,0.0,102.48,22.2,0,0,1,1,0
1904,2024-02-21,1,15,1,20,240,28.8,0.0,146.4,21.0,0,0,1,0,0
1905,2024-02-23,4,19,2,47,1786,142.88,0.0,1089.46,39.15,0,0,1,1,0
1906,2025-08-24,3,26,3,17,102,12.24,0.0,62.22,20.55,0,0,1,1,0
1907,2025-10-02,3,25,2,35,210,8.4,0.0,128.1,23.25,0,0,1,1,0
1908,2025-09-08,3,3,3,68,408,0,0,248.88,28.2,8.16,52.0,0,1,2
1909,2025-07-12,1,45,1,53,636,0,0,387.96,25.95,0,0,1,1,0
1910,2025-05-31,1,41,3,49,588,47.04,0.0,358.68,25.35,0,0,1,1,0
1911,2025-01-19,1,20,2,96,1152,0,0,702.72,32.4,0,0,1,1,0
1912,2024-10-24,4,13,3,96,3648,291.84,0.0,2225.28,61.2,0,0,1,1,0
1913,2025-08-06,3,3,2,40,240,28.8,0.0,146.4,24.0,0,0,1,1,0
1914,2025-04-05,2,44,1,16,1360,0,0,829.6,25.2,27.2,39.0,0,1,4
1915,2025-01-24,1,25,3,72,864,0,0,527.04,28.8,0,0,1,1,0
1916,2024-11-19,4,11,1,57,2166,259.92,0.0,1321.26,43.65,0,0,1,1,0
1917,2025-08-11,4,9,1,34,1292,103.36,0.0,788.12,33.3,0,0,1,1,0
1918,2024-11-22,1,36,2,17,204,24.48,0.0,124.44,20.55,0,0,1,1,0
1919,2025-10-06,4,18,3,57,2166,259.92,0.0,1321.26,43.65,38.12,49.25,0,1,4
1920,2025-10-17,1,24,2,77,924,0,0,563.64,29.55,0,0,1,1,0
1921,2025-12-26,1,16,1,21,252,30.24,0.0,153.72,21.15,0,0,1,1,0
1922,2025-02-28,1,43,2,14,168,20.16,0.0,102.48,20.1,0,0,1,1,0
1923,2025-10-12,3,7,1,66,396,47.52,0.0,241.56,27.9,0,0,1,1,0
1924,2024-06-19,4,7,2,52,1976,158.08,0.0,1205.36,41.4,0,0,1,1,0
1925,2024-12-03,4,11,2,15,570,45.6,0.0,347.7,24.75,0,0,1,1,0
1926,2025-11-02,1,10,1,74,888,0,0,541.68,29.1,0,0,1,1,0
1927,2024-01-24,1,33,3,86,1032,41.28,0.0,629.52,30.9,19.81,0,0,0,1
1928,2025-11-30,2,18,1,67,5695,683.4,0.0,3473.95,48.15,0,0,1,1,0
1929,2024-02-10,2,24,2,39,3315,265.2,0.0,2022.15,35.55,0,0,1,1,0
1930,2024-07-26,3,29,3,31,186,0,0,113.46,22.65,3.72,0,0,1,1
1931,2025-01-30,4,48,2,89,3382,135.28,0.0,2063.02,58.05,0,0,1,1,0
1932,2024-12-03,4,33,2,58,2204,88.16,0.0,1344.44,44.1,0,0,1,1,0
1933,2025-06-24,4,35,3,56,2128,85.12,0.0,1298.08,43.2,40.86,49.0,0,1,4
1934,2025-10-05,3,8,1,100,600,0,0,366.0,33.0,0,0,1,1,0
1935,2025-06-10,4,36,1,24,912,72.96,0.0,556.32,28.8,16.78,41.0,0,1,4
1936,2025-11-15,3,44,1,77,462,55.44,0.0,281.82,29.55,0,0,1,1,0
1937,2024-12-19,2,13,2,24,2040,244.8,0.0,1244.4,28.8,0,0,1,1,0
1938,2024-08-30,2,13,1,73,6205,248.2,0.0,3785.05,50.85,0,0,1,1,0
1939,2024-09-13,4,35,1,64,2432,291.84,0.0,1483.52,46.8,0,0,1,1,0
1940,2024-09-29,4,44,1,82,3116,249.28,0.0,1900.76,54.9,0,0,1,1,0
1941,2024-05-30,1,38,2,78,936,37.44,0.0,570.96,29.7,0,0,1,1,0
1942,2024-05-23,2,42,3,35,2975,0,0,1814.75,33.75,59.5,0,0,1,1
1943,2024-12-05,3,7,3,47,282,22.56,0.0,172.02,25.05,0,0,1,1,0
1944,2025-10-20,1,6,3,47,564,45.12,0.0,344.04,25.05,0,0,1,1,0
1945,2025-09-07,1,21,1,37,444,35.52,0.0,270.84,23.55,8.17,44.25,0,1,2
1946,2024-10-08,1,3,1,58,696,0,0,424.56,26.7,0,0,1,1,0
1947,2024-06-12,2,31,3,69,5865,234.6,0.0,3577.65,49.05,0,0,1,1,0
1948,2025-04-23,4,7,1,30,1140,0,0,695.4,31.5,0,0,1,1,0
1949,2024-04-08,1,25,3,50,600,72.0,0.0,366.0,25.5,0,0,1,1,0
1950,2024-09-21,1,26,3,72,864,34.56,0.0,527.04,28.8,0,0,1,1,0
1951,2025-06-05,2,30,2,62,5270,632.4,0.0,3214.7,45.9,0,0,1,1,0
1952,2024-04-12,3,47,1,77,462,18.48,0.0,281.82,29.55,0,0,1,1,0
1953,2024-10-11,4,42,2,99,3762,150.48,0.0,2294.82,62.55,0,0,1,1,0
1954,2024-04-26,4,34,2,68,2584,310.08,0.0,1576.24,48.6,0,0,1,1,0
1955,2024-05-02,1,13,1,12,144,0,0,87.84,19.8,0,0,1,1,0
1956,2025-03-11,3,34,1,81,486,58.32,0.0,296.46,30.15,0,0,1,1,0
1957,2024-09-21,2,14,1,80,6800,0,0,4148.0,54.0,136.0,0,0,1,1
1958,2025-03-13,2,16,1,24,2040,81.6,0.0,1244.4,28.8,0,0,1,1,0
1959,2024-03-25,2,41,1,75,6375,255.0,6120.0,3888.75,51.75,122.4,53.75,0,1,2
1960,2024-07-04,3,24,1,49,294,35.28,0.0,179.34,25.35,5.17,0,0,1,1
1961,2024-02-17,3,36,1,95,570,22.8,0.0,347.7,32.25,0,0,1,1,0
1962,2025-09-03,3,47,1,18,108,12.96,0.0,65.88,20.7,0,0,1,1,0
1963,2025-07-25,2,20,2,46,3910,469.2,0.0,2385.1,38.7,0,0,1,1,0
1964,2024-05-03,1,17,2,78,936,0,0,570.96,29.7,0,0,1,1,0
1965,2025-01-31,1,38,1,32,384,0,0,234.24,22.8,0,0,1,1,0
1966,2025-08-20,1,23,2,51,612,73.44,0.0,373.32,25.65,0,0,1,1,0
1967,2025-12-01,2,16,3,24,2040,163.2,0.0,1244.4,28.8,0,0,1,1,0
1968,2024-03-13,4,20,3,96,3648,145.92,0.0,2225.28,61.2,70.04,59.0,0,1,2
1969,2025-08-05,3,22,1,35,210,25.2,0.0,128.1,23.25,0,0,1,1,0
1970,2025-12-05,3,42,1,49,294,11.76,0.0,179.34,25.35,5.64,47.25,0,1,4
1971,2024-04-10,2,27,1,17,1445,0,0,881.45,25.65,0,0,1,1,0
1972,2025-08-18,1,32,1,69,828,99.36,0.0,505.08,28.35,0,0,1,1,0
1973,2024-01-11,4,20,2,53,2014,161.12,0.0,1228.54,41.85,0,0,1,1,0
1974,2025-08-27,3,28,3,89,534,0,0,325.74,31.35,0,0,1,1,0
1975,2024-09-27,1,29,3,34,408,48.96,0.0,248.88,23.1,0,0,1,1,0
1976,2024-07-12,4,22,3,31,1178,47.12,0.0,718.58,31.95,22.62,42.75,0,1,2
1977,2024-12-01,4,10,3,42,1596,0,0,973.56,36.9,0,0,1,0,0
1978,2024-07-11,3,22,3,88,528,21.12,0.0,322.08,31.2,0,0,1,1,0
1979,2025-08-31,1,24,3,76,912,0,0,556.32,29.4,0,0,1,1,0
1980,2025-03-13,1,29,2,94,1128,135.36,0.0,688.08,32.1,0,0,1,1,0
1981,2025-04-29,4,23,1,52,1976,0,0,1205.36,41.4,0,0,1,1,0
1982,2025-07-29,4,16,1,30,1140,91.2,0.0,695.4,31.5,20.98,0,0,1,1
1983,2025-11-13,4,10,1,38,1444,57.76,0.0,880.84,35.1,0,0,1,1,0
1984,2024-07-08,2,45,3,38,3230,129.2,0.0,1970.3,35.1,62.02,0,0,1,1
1985,2024-10-22,1,22,3,46,552,44.16,0.0,336.72,24.9,0,0,1,1,0
1986,2024-05-28,1,17,3,84,1008,0,0,614.88,30.6,0,0,1,1,0
1987,2024-10-07,1,43,1,79,948,37.92,0.0,578.28,29.85,0,0,1,1,0
1988,2025-11-18,1,16,2,31,372,44.64,0.0,226.92,22.65,6.55,0,0,1,1
