shipment_id,month,carrier,region,promised_days,actual_days,complete
665,2025-08,Carrier B,North,3,3,1
666,2025-12,Carrier A,West,3,1,1
667,2025-09,Carrier A,West,3,4,1
668,2025-02,Carrier B,South,3,2,1
669,2025-05,Carrier B,South,3,4,1
670,2025-12,Carrier C,East,3,3,1
671,2025-11,Carrier B,South,3,2,1
672,2025-02,Carrier B,East,3,3,1
673,2025-03,Carrier A,North,3,2,1
674,2025-05,Carrier C,West,3,3,1
675,2025-12,Carrier A,West,3,4,1
676,2025-05,Carrier C,South,3,5,1
677,2025-11,Carrier A,South,3,3,1
678,2025-08,Carrier A,South,3,3,1
679,2025-09,Carrier C,North,3,4,1
680,2025-08,Carrier C,East,3,2,1
681,2025-01,Carrier C,North,3,4,1
682,2025-03,Carrier B,South,3,4,1
683,2025-06,Carrier A,South,3,3,1
684,2025-04,Carrier C,South,3,2,1
685,2025-03,Carrier A,South,3,2,1
686,2025-12,Carrier A,East,3,2,1
687,2025-09,Carrier C,South,3,4,1
688,2025-02,Carrier A,South,3,3,1
689,2025-03,Carrier A,West,3,3,1
690,2025-09,Carrier B,West,3,4,1
691,2025-08,Carrier A,North,3,2,1
692,2025-01,Carrier C,North,3,2,1
693,2025-11,Carrier C,East,3,4,1
694,2025-05,Carrier A,East,3,2,1
695,2025-02,Carrier B,North,3,4,1
696,2025-12,Carrier C,East,3,5,1
697,2025-10,Carrier C,East,3,4,1
698,2025-04,Carrier A,East,3,3,1
699,2025-01,Carrier A,South,3,2,1
700,2025-03,Carrier C,East,3,2,1
701,2025-01,Carrier B,East,3,1,1
702,2025-01,Carrier A,West,3,1,1
703,2025-07,Carrier B,South,3,4,1
704,2025-10,Carrier B,North,3,2,1
705,2025-11,Carrier B,South,3,2,1
706,2025-08,Carrier C,South,3,5,1
707,2025-07,Carrier A,West,3,3,1
708,2025-02,Carrier B,West,3,4,0
709,2025-06,Carrier B,North,3,1,1
710,2025-12,Carrier C,East,3,5,1
711,2025-02,Carrier C,North,3,3,1
712,2025-07,Carrier C,East,3,4,1
713,2025-10,Carrier C,South,3,3,1
714,2025-06,Carrier A,South,3,4,1
715,2025-02,Carrier C,North,3,3,1
716,2025-07,Carrier A,South,3,4,1
717,2025-11,Carrier A,South,3,2,1
718,2025-01,Carrier C,South,3,3,1
719,2025-07,Carrier B,West,3,4,1
720,2025-12,Carrier C,South,3,4,1
721,2025-07,Carrier C,West,3,5,1
722,2025-08,Carrier A,West,3,2,1
723,2025-02,Carrier A,South,3,3,1
724,2025-09,Carrier B,East,3,2,1
725,2025-01,Carrier C,North,3,3,1
726,2025-05,Carrier C,South,3,5,1
727,2025-02,Carrier A,South,3,2,1
728,2025-09,Carrier C,South,3,2,1
729,2025-06,Carrier C,East,3,6,1
730,2025-07,Carrier C,West,3,6,1
731,2025-01,Carrier B,North,3,1,1
732,2025-01,Carrier A,South,3,2,1
733,2025-06,Carrier C,North,3,4,1
734,2025-01,Carrier A,East,3,2,1
735,2025-09,Carrier A,North,3,4,1
736,2025-09,Carrier C,West,3,6,1
737,2025-08,Carrier A,East,3,3,1
738,2025-01,Carrier A,North,3,2,1
739,2025-05,Carrier C,North,3,3,1
740,2025-12,Carrier A,West,3,2,1
741,2025-09,Carrier A,West,3,2,1
742,2025-10,Carrier C,South,3,4,1
743,2025-10,Carrier A,South,3,4,0
744,2025-09,Carrier A,West,3,3,1
745,2025-01,Carrier A,South,3,3,1
746,2025-07,Carrier B,North,3,2,1
747,2025-06,Carrier C,South,3,2,1
748,2025-06,Carrier C,South,3,4,1
749,2025-06,Carrier C,South,3,6,1
750,2025-02,Carrier B,West,3,3,1
751,2025-02,Carrier C,North,3,3,1
752,2025-04,Carrier A,South,3,2,1
753,2025-09,Carrier C,North,3,3,1
754,2025-08,Carrier C,North,3,2,1
755,2025-06,Carrier A,South,3,3,1
756,2025-08,Carrier C,South,3,5,1
757,2025-03,Carrier C,North,3,2,1
758,2025-02,Carrier C,East,3,3,1
759,2025-03,Carrier A,West,3,3,1
760,2025-09,Carrier B,East,3,3,1
761,2025-10,Carrier B,North,3,3,1
762,2025-03,Carrier A,West,3,4,1
763,2025-05,Carrier B,East,3,3,1
764,2025-02,Carrier B,South,3,2,1
765,2025-03,Carrier B,South,3,2,1
766,2025-07,Carrier C,North,3,6,1
767,2025-09,Carrier C,North,3,4,1
768,2025-03,Carrier B,West,3,2,1
769,2025-09,Carrier A,North,3,3,1
770,2025-10,Carrier B,East,3,1,1
771,2025-07,Carrier B,South,3,2,1
772,2025-04,Carrier A,East,3,3,1
773,2025-09,Carrier B,West,3,2,0
774,2025-03,Carrier C,South,3,4,0
775,2025-03,Carrier C,South,3,6,1
776,2025-11,Carrier C,West,3,5,1
777,2025-11,Carrier C,West,3,6,1
778,2025-10,Carrier A,East,3,2,1
779,2025-02,Carrier B,West,3,2,0
780,2025-07,Carrier B,North,3,3,1
781,2025-09,Carrier C,East,3,2,1
782,2025-03,Carrier A,North,3,4,1
783,2025-06,Carrier A,East,3,1,1
784,2025-03,Carrier C,North,3,2,1
785,2025-02,Carrier A,South,3,3,0
786,2025-05,Carrier A,West,3,4,0
787,2025-05,Carrier C,West,3,3,1
788,2025-03,Carrier B,East,3,3,0
789,2025-10,Carrier B,South,3,3,1
790,2025-02,Carrier C,South,3,5,1
791,2025-01,Carrier A,North,3,1,1
792,2025-03,Carrier C,South,3,3,0
793,2025-03,Carrier B,North,3,4,1
794,2025-07,Carrier C,West,3,5,1
795,2025-07,Carrier B,East,3,3,1
796,2025-10,Carrier A,North,3,1,1
797,2025-03,Carrier A,North,3,4,1
798,2025-08,Carrier A,East,3,4,1
799,2025-07,Carrier B,West,3,3,1
800,2025-10,Carrier A,East,3,2,1
801,2025-01,Carrier C,South,3,2,1
802,2025-07,Carrier C,West,3,6,1
803,2025-07,Carrier C,West,3,4,1
804,2025-11,Carrier A,North,3,1,0
805,2025-12,Carrier B,North,3,2,1
806,2025-11,Carrier A,South,3,3,1
807,2025-08,Carrier A,South,3,2,1
808,2025-12,Carrier B,North,3,2,1
809,2025-11,Carrier B,East,3,3,1
810,2025-06,Carrier A,South,3,2,1
811,2025-05,Carrier A,West,3,1,1
812,2025-06,Carrier C,North,3,2,1
813,2025-10,Carrier A,South,3,1,1
814,2025-12,Carrier B,East,3,3,1
815,2025-09,Carrier A,East,3,1,0
816,2025-12,Carrier C,East,3,4,1
817,2025-05,Carrier A,West,3,2,1
818,2025-03,Carrier B,East,3,4,1
819,2025-05,Carrier A,South,3,3,1
820,2025-05,Carrier B,West,3,1,1
821,2025-11,Carrier B,East,3,3,1
822,2025-04,Carrier C,North,3,2,1
823,2025-07,Carrier B,South,3,2,1
824,2025-10,Carrier C,West,3,3,1
825,2025-06,Carrier B,West,3,1,1
826,2025-10,Carrier B,West,3,2,1
827,2025-11,Carrier A,East,3,4,1
828,2025-11,Carrier C,East,3,3,1
829,2025-07,Carrier C,West,3,6,1
830,2025-07,Carrier A,West,3,1,1
831,2025-12,Carrier B,West,3,2,1
832,2025-08,Carrier B,East,3,4,1
833,2025-08,Carrier C,West,3,4,1
834,2025-04,Carrier C,West,3,2,1
835,2025-04,Carrier B,West,3,3,1
836,2025-05,Carrier A,North,3,2,1
837,2025-02,Carrier C,South,3,2,1
838,2025-08,Carrier B,South,3,2,1
839,2025-08,Carrier C,South,3,2,1
840,2025-09,Carrier A,East,3,3,1
841,2025-06,Carrier A,South,3,2,1
842,2025-03,Carrier A,North,3,2,1
843,2025-05,Carrier C,West,3,5,1
844,2025-06,Carrier C,East,3,2,1
845,2025-08,Carrier A,North,3,2,1
846,2025-03,Carrier C,North,3,3,1
847,2025-12,Carrier A,West,3,2,1
848,2025-06,Carrier C,West,3,2,1
849,2025-01,Carrier C,East,3,4,1
850,2025-04,Carrier B,West,3,2,0
851,2025-12,Carrier C,East,3,2,1
852,2025-03,Carrier A,South,3,3,1
853,2025-06,Carrier A,West,3,3,1
854,2025-10,Carrier C,North,3,6,1
855,2025-09,Carrier C,North,3,4,1
856,2025-06,Carrier A,West,3,4,1
857,2025-12,Carrier B,North,3,2,1
858,2025-07,Carrier C,North,3,3,1
859,2025-06,Carrier C,West,3,4,1
860,2025-08,Carrier C,South,3,6,1
861,2025-01,Carrier A,West,3,2,1
862,2025-07,Carrier B,North,3,4,1
863,2025-05,Carrier A,South,3,4,1
864,2025-03,Carrier A,North,3,2,1
865,2025-03,Carrier B,West,3,3,1
866,2025-07,Carrier B,East,3,2,1
867,2025-04,Carrier C,East,3,4,0
868,2025-06,Carrier A,North,3,3,1
869,2025-01,Carrier B,North,3,1,1
870,2025-10,Carrier C,North,3,4,1
871,2025-11,Carrier A,West,3,4,1
872,2025-09,Carrier B,East,3,4,1
873,2025-02,Carrier A,East,3,3,1
874,2025-07,Carrier C,South,3,2,1
875,2025-05,Carrier A,East,3,4,1
876,2025-12,Carrier A,East,3,4,1
877,2025-12,Carrier A,East,3,3,1
878,2025-05,Carrier A,South,3,1,1
879,2025-05,Carrier C,North,3,3,1
880,2025-09,Carrier A,West,3,2,1
881,2025-12,Carrier A,North,3,3,1
882,2025-05,Carrier A,West,3,3,1
883,2025-11,Carrier C,South,3,5,1
884,2025-07,Carrier B,West,3,2,1
885,2025-03,Carrier C,South,3,6,1
886,2025-10,Carrier B,South,3,2,1
887,2025-12,Carrier A,West,3,2,1
888,2025-07,Carrier C,South,3,2,1
889,2025-11,Carrier C,West,3,5,1
890,2025-07,Carrier C,West,3,6,1
891,2025-04,Carrier B,East,3,2,1
892,2025-11,Carrier C,North,3,5,1
893,2025-07,Carrier A,North,3,2,1
894,2025-09,Carrier A,West,3,2,1
895,2025-08,Carrier B,South,3,2,0
896,2025-01,Carrier A,West,3,4,1
897,2025-06,Carrier A,West,3,2,1
898,2025-05,Carrier C,South,3,2,1
899,2025-05,Carrier B,West,3,2,0
900,2025-04,Carrier C,North,3,3,1
901,2025-02,Carrier A,South,3,3,1
902,2025-10,Carrier A,West,3,1,1
903,2025-07,Carrier A,East,3,4,1
904,2025-10,Carrier A,West,3,1,1
905,2025-06,Carrier A,North,3,4,1
906,2025-04,Carrier A,North,3,4,1
907,2025-04,Carrier B,South,3,2,1
908,2025-06,Carrier C,North,3,3,1
909,2025-10,Carrier A,East,3,3,1
910,2025-11,Carrier A,East,3,1,1
911,2025-02,Carrier B,North,3,1,1
912,2025-09,Carrier C,South,3,2,1
913,2025-11,Carrier C,West,3,4,1
914,2025-11,Carrier A,East,3,1,1
915,2025-01,Carrier B,East,3,3,1
916,2025-07,Carrier B,South,3,4,1
917,2025-04,Carrier C,East,3,4,1
918,2025-09,Carrier A,West,3,2,1
919,2025-06,Carrier B,West,3,2,1
920,2025-12,Carrier C,North,3,3,1
921,2025-12,Carrier B,West,3,2,1
922,2025-04,Carrier C,North,3,3,1
923,2025-10,Carrier A,South,3,2,1
924,2025-10,Carrier C,East,3,3,1
925,2025-08,Carrier A,West,3,1,1
926,2025-08,Carrier A,South,3,2,1
927,2025-06,Carrier B,North,3,3,1
928,2025-09,Carrier B,South,3,3,1
929,2025-01,Carrier C,West,3,2,1
930,2025-08,Carrier B,North,3,2,1
931,2025-06,Carrier B,North,3,4,1
932,2025-08,Carrier C,South,3,4,1
933,2025-12,Carrier C,South,3,6,1
934,2025-07,Carrier B,West,3,1,1
935,2025-03,Carrier B,East,3,2,1
936,2025-09,Carrier B,South,3,2,1
937,2025-12,Carrier B,South,3,2,1
938,2025-12,Carrier A,North,3,4,1
939,2025-11,Carrier C,North,3,3,1
940,2025-12,Carrier A,West,3,2,1
941,2025-03,Carrier A,North,3,3,1
942,2025-06,Carrier B,North,3,2,1
943,2025-11,Carrier B,North,3,2,1
944,2025-12,Carrier C,South,3,2,1
945,2025-09,Carrier C,North,3,3,1
946,2025-10,Carrier B,West,3,3,1
947,2025-08,Carrier C,West,3,3,1
948,2025-01,Carrier C,East,3,6,1
949,2025-05,Carrier B,South,3,2,1
950,2025-04,Carrier B,East,3,3,1
951,2025-06,Carrier A,West,3,2,1
952,2025-11,Carrier B,West,3,2,1
953,2025-02,Carrier B,East,3,3,1
954,2025-01,Carrier B,North,3,1,1
955,2025-05,Carrier B,West,3,2,1
956,2025-07,Carrier B,North,3,3,1
957,2025-04,Carrier A,North,3,2,1
958,2025-03,Carrier B,West,3,2,1
959,2025-05,Carrier C,South,3,6,1
960,2025-02,Carrier C,South,3,4,1
961,2025-12,Carrier C,North,3,2,1
962,2025-06,Carrier B,East,3,2,1
963,2025-05,Carrier A,East,3,2,1
964,2025-08,Carrier B,South,3,3,1
965,2025-06,Carrier A,East,3,3,1
966,2025-11,Carrier A,North,3,3,1
967,2025-10,Carrier A,North,3,1,1
968,2025-12,Carrier C,East,3,6,1
969,2025-04,Carrier B,West,3,3,1
970,2025-12,Carrier C,East,3,6,1
971,2025-12,Carrier B,South,3,3,1
972,2025-06,Carrier C,East,3,4,1
973,2025-05,Carrier B,South,3,3,1
974,2025-01,Carrier C,North,3,5,1
975,2025-05,Carrier A,East,3,3,1
976,2025-02,Carrier C,North,3,3,1
977,2025-02,Carrier A,West,3,4,1
978,2025-02,Carrier A,West,3,1,1
979,2025-11,Carrier C,East,3,2,1
980,2025-11,Carrier C,North,3,5,1
981,2025-01,Carrier B,North,3,1,1
982,2025-06,Carrier B,West,3,2,1
983,2025-10,Carrier C,West,3,6,1
984,2025-04,Carrier A,East,3,3,1
985,2025-07,Carrier A,North,3,3,1
986,2025-07,Carrier C,North,3,3,1
987,2025-03,Carrier A,South,3,3,1
988,2025-06,Carrier B,North,3,2,0
989,2025-03,Carrier C,East,3,2,1
990,2025-11,Carrier C,North,3,2,1
991,2025-05,Carrier B,West,3,2,1
992,2025-01,Carrier B,East,3,3,1
993,2025-05,Carrier B,South,3,2,1
994,2025-05,Carrier C,East,3,3,1
995,2025-03,Carrier C,West,3,2,1
996,2025-12,Carrier A,West,3,3,1
997,2025-08,Carrier C,South,3,5,1
998,2025-07,Carrier A,East,3,2,1
999,2025-02,Carrier B,North,3,3,0
1000,2025-08,Carrier B,South,3,2,1
1001,2025-08,Carrier B,South,3,2,1
1002,2025-08,Carrier B,East,3,2,1
1003,2025-04,Carrier B,North,3,2,1
1004,2025-07,Carrier C,West,3,6,1
1005,2025-03,Carrier A,North,3,3,1
1006,2025-05,Carrier B,East,3,2,0
1007,2025-11,Carrier B,West,3,3,1
1008,2025-11,Carrier A,North,3,3,1
1009,2025-01,Carrier B,North,3,3,1
1010,2025-12,Carrier A,South,3,2,1
1011,2025-12,Carrier B,West,3,4,1
1012,2025-01,Carrier A,North,3,2,1
1013,2025-02,Carrier A,North,3,2,1
1014,2025-09,Carrier B,East,3,2,1
1015,2025-04,Carrier C,North,3,4,1
1016,2025-08,Carrier B,West,3,4,1
1017,2025-11,Carrier A,West,3,3,1
1018,2025-07,Carrier B,West,3,3,1
1019,2025-07,Carrier B,South,3,3,1
1020,2025-07,Carrier A,South,3,3,1
1021,2025-02,Carrier B,West,3,2,1
1022,2025-07,Carrier A,East,3,1,1
1023,2025-11,Carrier A,East,3,1,1
1024,2025-03,Carrier C,South,3,6,1
1025,2025-05,Carrier C,East,3,6,1
1026,2025-01,Carrier A,South,3,3,1
1027,2025-02,Carrier B,East,3,3,1
1028,2025-01,Carrier C,East,3,4,1
1029,2025-03,Carrier A,East,3,1,1
1030,2025-07,Carrier C,South,3,5,1
1031,2025-04,Carrier B,South,3,2,1
1032,2025-07,Carrier C,West,3,4,1
1033,2025-12,Carrier B,North,3,4,1
1034,2025-07,Carrier C,West,3,6,1
1035,2025-04,Carrier B,North,3,3,1
1036,2025-07,Carrier C,North,3,5,1
1037,2025-02,Carrier C,West,3,2,1
1038,2025-11,Carrier A,South,3,2,1
1039,2025-07,Carrier A,North,3,1,1
1040,2025-11,Carrier C,East,3,2,1
1041,2025-08,Carrier A,West,3,2,1
1042,2025-09,Carrier C,South,3,3,1
1043,2025-05,Carrier A,East,3,2,1
1044,2025-06,Carrier B,South,3,3,1
1045,2025-10,Carrier B,South,3,3,0
1046,2025-06,Carrier B,East,3,2,1
1047,2025-04,Carrier B,East,3,3,1
1048,2025-01,Carrier A,North,3,4,1
1049,2025-05,Carrier A,North,3,4,1
1050,2025-02,Carrier A,South,3,4,1
1051,2025-10,Carrier B,South,3,2,1
1052,2025-07,Carrier C,West,3,6,1
1053,2025-10,Carrier C,South,3,2,1
1054,2025-11,Carrier B,East,3,4,1
1055,2025-07,Carrier A,West,3,3,1
1056,2025-03,Carrier B,West,3,2,1
1057,2025-10,Carrier B,East,3,1,1
1058,2025-08,Carrier C,East,3,5,1
1059,2025-10,Carrier B,North,3,1,1
1060,2025-04,Carrier A,South,3,4,1
1061,2025-06,Carrier B,East,3,3,1
1062,2025-06,Carrier C,South,3,2,0
1063,2025-04,Carrier B,East,3,3,1
1064,2025-02,Carrier A,West,3,2,1
1065,2025-10,Carrier A,East,3,1,1
1066,2025-05,Carrier B,South,3,2,1
1067,2025-02,Carrier A,North,3,3,1
1068,2025-08,Carrier C,North,3,3,1
1069,2025-07,Carrier B,West,3,3,1
1070,2025-08,Carrier A,West,3,2,0
1071,2025-06,Carrier C,North,3,6,1
1072,2025-02,Carrier B,South,3,1,1
1073,2025-03,Carrier C,West,3,3,1
1074,2025-02,Carrier C,West,3,6,1
1075,2025-09,Carrier A,South,3,2,1
1076,2025-08,Carrier C,South,3,3,1
1077,2025-05,Carrier C,West,3,5,1
1078,2025-07,Carrier C,South,3,3,1
1079,2025-09,Carrier A,West,3,1,1
1080,2025-02,Carrier C,South,3,6,1
1081,2025-11,Carrier B,East,3,2,1
1082,2025-06,Carrier C,East,3,3,1
1083,2025-08,Carrier C,East,3,6,1
1084,2025-05,Carrier A,North,3,1,1
1085,2025-01,Carrier A,North,3,3,1
1086,2025-10,Carrier A,West,3,2,1
1087,2025-10,Carrier C,South,3,4,1
1088,2025-03,Carrier C,East,3,3,1
1089,2025-11,Carrier A,North,3,3,1
1090,2025-08,Carrier A,South,3,4,1
1091,2025-09,Carrier B,South,3,4,1
1092,2025-01,Carrier A,North,3,2,0
1093,2025-04,Carrier C,South,3,3,1
1094,2025-07,Carrier C,South,3,3,1
1095,2025-11,Carrier B,West,3,1,1
1096,2025-01,Carrier A,North,3,2,1
1097,2025-12,Carrier B,East,3,2,1
1098,2025-11,Carrier C,West,3,6,1
1099,2025-12,Carrier C,West,3,4,1
1100,2025-05,Carrier A,North,3,3,1
1101,2025-01,Carrier B,North,3,2,1
1102,2025-03,Carrier B,South,3,2,1
1103,2025-05,Carrier C,North,3,3,1
1104,2025-03,Carrier C,East,3,3,1
1105,2025-03,Carrier A,South,3,4,1
1106,2025-04,Carrier C,North,3,6,1
1107,2025-12,Carrier B,North,3,3,1
1108,2025-05,Carrier A,South,3,3,1
1109,2025-10,Carrier A,North,3,2,1
1110,2025-06,Carrier B,North,3,1,1
1111,2025-04,Carrier A,East,3,4,1
1112,2025-07,Carrier B,East,3,3,1
1113,2025-11,Carrier B,West,3,3,1
1114,2025-02,Carrier C,West,3,5,1
1115,2025-05,Carrier B,West,3,3,1
1116,2025-10,Carrier A,West,3,3,1
1117,2025-12,Carrier B,South,3,3,1
1118,2025-02,Carrier C,North,3,5,1
1119,2025-07,Carrier C,West,3,2,1
1120,2025-12,Carrier A,North,3,2,1
1121,2025-12,Carrier A,South,3,2,1
1122,2025-01,Carrier B,North,3,2,1
1123,2025-02,Carrier A,South,3,4,1
1124,2025-03,Carrier A,South,3,2,0
1125,2025-01,Carrier A,West,3,2,1
1126,2025-08,Carrier C,North,3,2,1
1127,2025-09,Carrier C,East,3,3,1
1128,2025-06,Carrier A,East,3,3,1
1129,2025-06,Carrier C,West,3,3,1
1130,2025-06,Carrier B,East,3,1,1
1131,2025-08,Carrier A,North,3,2,1
1132,2025-09,Carrier B,West,3,2,1
1133,2025-05,Carrier A,West,3,3,1
1134,2025-05,Carrier C,East,3,2,1
1135,2025-08,Carrier B,East,3,1,1
1136,2025-11,Carrier B,North,3,1,1
1137,2025-01,Carrier C,West,3,5,1
1138,2025-09,Carrier A,South,3,2,0
1139,2025-01,Carrier A,South,3,4,1
1140,2025-08,Carrier C,South,3,2,0
1141,2025-03,Carrier A,East,3,3,1
1142,2025-01,Carrier C,South,3,5,1
1143,2025-08,Carrier C,East,3,4,1
1144,2025-03,Carrier C,North,3,4,0
1145,2025-05,Carrier B,West,3,2,1
1146,2025-11,Carrier C,South,3,3,1
1147,2025-07,Carrier A,West,3,1,1
1148,2025-06,Carrier A,South,3,2,1
1149,2025-07,Carrier C,East,3,5,1
1150,2025-05,Carrier C,East,3,5,1
1151,2025-08,Carrier B,South,3,4,1
1152,2025-04,Carrier B,South,3,2,0
1153,2025-04,Carrier B,South,3,3,0
1154,2025-12,Carrier B,South,3,3,0
1155,2025-09,Carrier A,East,3,1,1
1156,2025-02,Carrier C,West,3,4,1
1157,2025-08,Carrier A,North,3,4,1
1158,2025-09,Carrier A,North,3,2,1
1159,2025-03,Carrier B,West,3,2,1
1160,2025-10,Carrier B,East,3,2,1
1161,2025-01,Carrier A,West,3,2,1
1162,2025-04,Carrier A,East,3,4,1
1163,2025-10,Carrier C,South,3,6,1
1164,2025-08,Carrier A,West,3,1,1
1165,2025-08,Carrier C,West,3,3,1
1166,2025-10,Carrier C,South,3,2,1
1167,2025-11,Carrier A,South,3,2,1
1168,2025-04,Carrier C,East,3,3,1
1169,2025-11,Carrier C,North,3,6,1
1170,2025-02,Carrier B,East,3,2,1
1171,2025-06,Carrier B,South,3,2,1
1172,2025-03,Carrier B,North,3,4,1
1173,2025-01,Carrier A,East,3,4,1
1174,2025-10,Carrier B,South,3,2,0
1175,2025-11,Carrier A,West,3,3,1
1176,2025-09,Carrier A,South,3,3,1
1177,2025-01,Carrier A,North,3,4,1
1178,2025-10,Carrier A,East,3,1,0
1179,2025-02,Carrier A,West,3,2,1
1180,2025-04,Carrier B,West,3,4,1
1181,2025-09,Carrier C,North,3,5,1
1182,2025-11,Carrier B,East,3,2,1
1183,2025-07,Carrier A,West,3,1,1
1184,2025-03,Carrier B,East,3,2,1
1185,2025-09,Carrier A,South,3,4,1
1186,2025-05,Carrier A,East,3,3,1
1187,2025-10,Carrier B,East,3,2,1
1188,2025-11,Carrier B,North,3,1,1
1189,2025-01,Carrier C,North,3,2,1
1190,2025-10,Carrier B,West,3,2,1
1191,2025-08,Carrier A,North,3,2,1
1192,2025-06,Carrier B,West,3,2,1
1193,2025-04,Carrier C,North,3,6,1
1194,2025-09,Carrier A,North,3,2,1
1195,2025-03,Carrier B,South,3,3,1
1196,2025-04,Carrier A,East,3,4,1
1197,2025-08,Carrier A,South,3,4,1
1198,2025-01,Carrier C,East,3,4,1
1199,2025-03,Carrier B,East,3,4,1
1200,2025-07,Carrier C,West,3,6,1
1201,2025-07,Carrier A,East,3,3,1
1202,2025-08,Carrier B,North,3,3,1
1203,2025-11,Carrier A,South,3,2,1
1204,2025-08,Carrier C,South,3,6,1
1205,2025-03,Carrier A,South,3,1,1
1206,2025-10,Carrier B,West,3,3,1
1207,2025-02,Carrier B,West,3,1,1
1208,2025-02,Carrier C,West,3,5,1
1209,2025-07,Carrier C,West,3,2,1
1210,2025-10,Carrier C,East,3,6,1
1211,2025-01,Carrier B,East,3,4,1
1212,2025-11,Carrier B,East,3,2,1
1213,2025-09,Carrier C,East,3,2,1
1214,2025-01,Carrier A,North,3,4,1
1215,2025-10,Carrier B,West,3,3,1
1216,2025-09,Carrier A,East,3,3,1
1217,2025-07,Carrier B,East,3,3,1
1218,2025-01,Carrier C,North,3,6,1
1219,2025-03,Carrier C,West,3,5,1
1220,2025-05,Carrier A,South,3,2,1
1221,2025-11,Carrier A,South,3,2,1
1222,2025-07,Carrier C,West,3,6,1
1223,2025-12,Carrier A,East,3,4,1
1224,2025-09,Carrier A,North,3,3,1
1225,2025-04,Carrier C,South,3,4,1
1226,2025-05,Carrier C,South,3,2,1
1227,2025-01,Carrier B,South,3,2,1
1228,2025-03,Carrier C,West,3,4,1
1229,2025-05,Carrier C,North,3,4,1
1230,2025-02,Carrier B,North,3,3,0
1231,2025-09,Carrier A,North,3,2,1
1232,2025-07,Carrier A,East,3,4,1
1233,2025-05,Carrier A,South,3,4,1
1234,2025-02,Carrier A,South,3,2,1
1235,2025-04,Carrier C,South,3,6,1
1236,2025-04,Carrier C,South,3,3,0
1237,2025-03,Carrier B,South,3,1,1
1238,2025-07,Carrier C,West,3,3,1
1239,2025-07,Carrier C,South,3,3,1
1240,2025-10,Carrier A,West,3,4,1
1241,2025-01,Carrier C,North,3,3,1
1242,2025-07,Carrier B,South,3,2,1
1243,2025-07,Carrier B,West,3,2,1
1244,2025-09,Carrier A,West,3,2,1
1245,2025-09,Carrier C,South,3,5,1
1246,2025-08,Carrier B,East,3,2,1
1247,2025-08,Carrier A,East,3,2,1
1248,2025-04,Carrier C,North,3,3,1
1249,2025-01,Carrier A,North,3,1,1
1250,2025-04,Carrier A,North,3,4,1
1251,2025-08,Carrier C,East,3,6,1
1252,2025-11,Carrier A,South,3,2,1
1253,2025-03,Carrier C,East,3,2,1
1254,2025-05,Carrier B,North,3,2,1
1255,2025-11,Carrier C,East,3,4,1
1256,2025-06,Carrier B,North,3,3,1
1257,2025-10,Carrier C,South,3,4,1
1258,2025-06,Carrier A,East,3,3,1
1259,2025-10,Carrier B,West,3,2,1
1260,2025-10,Carrier A,South,3,3,1
1261,2025-08,Carrier C,West,3,3,1
1262,2025-09,Carrier A,South,3,2,1
1263,2025-03,Carrier C,East,3,2,1
1264,2025-10,Carrier B,East,3,3,1
1265,2025-05,Carrier C,West,3,5,1
1266,2025-03,Carrier A,West,3,3,1
1267,2025-08,Carrier B,West,3,3,1
1268,2025-02,Carrier A,North,3,2,1
1269,2025-08,Carrier B,West,3,1,1
1270,2025-02,Carrier A,North,3,4,1
1271,2025-01,Carrier C,North,3,5,1
1272,2025-11,Carrier B,West,3,3,1
1273,2025-07,Carrier C,South,3,4,1
1274,2025-06,Carrier C,East,3,3,1
1275,2025-05,Carrier A,East,3,2,1
1276,2025-06,Carrier A,South,3,1,1
1277,2025-10,Carrier A,West,3,2,1
1278,2025-03,Carrier A,East,3,2,1
1279,2025-12,Carrier A,South,3,3,1
1280,2025-11,Carrier C,East,3,3,1
1281,2025-06,Carrier B,South,3,2,1
1282,2025-03,Carrier A,East,3,4,1
1283,2025-01,Carrier B,East,3,3,1
1284,2025-10,Carrier A,West,3,2,1
1285,2025-05,Carrier A,East,3,4,1
1286,2025-04,Carrier C,South,3,3,1
1287,2025-04,Carrier C,West,3,6,1
1288,2025-01,Carrier B,North,3,4,1
1289,2025-03,Carrier B,South,3,2,1
1290,2025-11,Carrier C,East,3,5,1
1291,2025-05,Carrier B,East,3,2,1
1292,2025-12,Carrier C,South,3,3,1
1293,2025-02,Carrier B,West,3,3,1
1294,2025-02,Carrier B,West,3,3,1
1295,2025-09,Carrier C,South,3,2,1
1296,2025-07,Carrier A,East,3,3,1
1297,2025-08,Carrier B,West,3,1,1
1298,2025-02,Carrier B,North,3,3,1
1299,2025-03,Carrier C,North,3,5,1
1300,2025-07,Carrier B,South,3,3,1
1301,2025-04,Carrier B,South,3,1,1
1302,2025-03,Carrier A,East,3,4,1
1303,2025-11,Carrier C,West,3,2,1
1304,2025-01,Carrier C,South,3,2,1
1305,2025-11,Carrier B,West,3,2,1
1306,2025-09,Carrier C,West,3,3,1
1307,2025-09,Carrier B,West,3,3,1
1308,2025-08,Carrier B,North,3,3,1
1309,2025-10,Carrier B,North,3,3,1
1310,2025-06,Carrier B,North,3,2,1
1311,2025-02,Carrier C,West,3,3,0
1312,2025-03,Carrier B,West,3,4,1
1313,2025-03,Carrier C,South,3,6,1
1314,2025-09,Carrier B,West,3,3,1
